rank,name,scores_overall,scores_teaching,scores_research,scores_citations,scores_industry_income,scores_international_outlook,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students
801–1000,Kalasalingam Academy of Research and Education,32.7–36.9,29.1,8.9,74.8,19.9,30.3,"8,049",7.5,4%
801–1000,Kaohsiung Medical University,32.7–36.9,26.4,26.1,44,81.3,28.7,"6,528",12.2,5%
801–1000,Kazan Federal University,32.7–36.9,44.7,21.7,32.3,42.6,69.2,"22,464",10.8,33%
801–1000,King Faisal University,32.7–36.9,19.9,12.2,68,31.4,75.5,"29,628",14.5,2%
801–1000,King Mongkut’s University of Technology Thonburi,32.7–36.9,21.5,22.1,59.5,71,43.3,"15,075",20.4,4%
801–1000,Kingston University,32.7–36.9,20,15.3,53.2,52.2,91.3,"14,660",18.9,40%
801–1000,K.N. Toosi University of Technology,32.7–36.9,22.6,21,60.2,34.8,35.7,"8,727",23.1,1%
801–1000,Kore University of Enna,32.7–36.9,18,12.3,71.3,40.9,37.3,"5,052",16,1%
801–1000,Kumamoto University,32.7–36.9,33.6,19.6,40.9,77.5,36.5,"9,384",9.8,6%
801–1000,University of Kurdistan,32.7–36.9,16.8,14.7,70.8,19,35.9,"12,714",32.2,4%
801–1000,Kyoto Prefectural University of Medicine,32.7–36.9,33.6,16,47.8,68.2,20.1,"1,376",3.2,1%
801–1000,University of Lahore,32.7–36.9,17.6,10.2,68.8,20.3,52.6,"26,010",13.5,2%
801–1000,Lahore University of Management Sciences,32.7–36.9,23.3,16.7,60.2,43.1,53,"4,735",14.2,2%
801–1000,Lakehead University,32.7–36.9,17.6,24,51.4,48.7,59.2,"8,434",25,19%
801–1000,Lebanese University,32.7–36.9,42.8,22.3,23.6,17.7,78.8,"46,704",14.6,16%
801–1000,Leeds Beckett University,32.7–36.9,17.7,16.2,65,49.9,67.3,"20,360",21.9,15%
801–1000,Lithuanian University of Health Sciences,32.7–36.9,27.1,12.6,55.5,25.5,52.9,"6,376",9.2,23%
801–1000,University of Ljubljana,32.7–36.9,24.5,20.1,54.6,69.8,42.4,"40,607",13.8,9%
801–1000,University of Lleida,32.7–36.9,23.5,20.1,58.2,57.3,45.4,"9,474",16.1,10%
801–1000,Lovely Professional University,32.7–36.9,21.5,12.8,73.7,17.5,43.4,"34,961",14.7,7%
801–1000,Makerere University,32.7–36.9,23.4,25.3,39.6,52.1,68.1,"29,510",19.2,3%
801–1000,University of Malakand,32.7–36.9,16.8,14,74.1,26.7,49.2,"8,339",32.1,1%
801–1000,University of Malta,32.7–36.9,23.4,16.2,60.6,20.5,53.8,"10,056",12.3,14%
801–1000,University of Management and Technology,32.7–36.9,13.8,10.4,80.4,19.1,51.3,"23,418",22.4,2%
801–1000,Mansoura University,32.7–36.9,19.5,12.4,68.1,31.8,74.1,"174,302",40.2,4%
801–1000,Marquette University,32.7–36.9,36.9,18.2,54,49.3,33.1,"10,317",12.2,3%
801–1000,Medical University of Lodz,32.7–36.9,27.4,11,67.6,39.7,32.3,"10,237",8.4,9%
801–1000,University of Medicine and Pharmacy Carol Davila,32.7–36.9,26.3,11,62.6,24.6,38.8,"12,069",8.6,16%
801–1000,University of Memphis,32.7–36.9,27.5,19,55,63,35,"16,549",14.9,5%
801–1000,University of Mohaghegh Ardabili,32.7–36.9,19.3,17.3,71.5,19.7,32.9,"11,773",29.7,0%
801–1000,Montana State University,32.7–36.9,24,20.4,56.3,63,38,"13,795",16.3,2%
801–1000,University of Murcia,32.7–36.9,25.2,19.9,52.6,61.4,38.9,"28,862",17.7,5%
801–1000,Nanjing University of Information Science and Technology,32.7–36.9,18,18.3,68.6,42,42.4,"35,807",16.8,4%
801–1000,Nanjing Medical University,32.7–36.9,36.3,16.5,58.1,41.2,25.8,"22,378",9.3,4%
801–1000,Nanjing Normal University,32.7–36.9,25.1,15.1,66.5,50.7,29.8,"32,700",13.5,2%
801–1000,National Autonomous University of Mexico,32.7–36.9,29.9,30.4,34.4,62.5,58.4,"175,561",17.1,4%
801–1000,National Taipei University of Technology,32.7–36.9,27.3,25,35.8,94.1,41.6,"9,868",15.6,10%
801–1000,"National Institute of Technology, Tiruchirappalli",32.7–36.9,33.8,17.1,60.2,27.1,21.2,"7,462",20.4,2%
801–1000,The New School,32.7–36.9,29.8,15.5,45.8,27.2,61.1,"8,644",9.3,34%
801–1000,New Mexico State University (Main campus),32.7–36.9,25.8,22.1,49.8,62.9,45.6,"12,305",16,6%
801–1000,North China Electric Power University,32.7–36.9,22,23.1,51.4,60.1,22.4,"36,736",18.6,3%
801–1000,Northeast Normal University,32.7–36.9,28.2,15.6,60.9,45.5,31.1,"30,591",18.6,3%
801–1000,University of Northern British Columbia (UNBC),32.7–36.9,21.1,21.8,51.7,21.4,52,"2,937",16.5,12%
801–1000,North South University,32.7–36.9,12.9,10,76.1,15.8,43.3,"18,681",21.3,0%
801–1000,Nova Southeastern University,32.7–36.9,39.1,12.2,50.1,38.9,34.4,"17,973",16.5,4%
801–1000,Okayama University,32.7–36.9,34.6,21.5,36.4,84.9,37.2,"13,027",10,7%
801–1000,University of Oviedo,32.7–36.9,29,18.5,49.2,40.6,37.8,"18,657",9.2,4%
801–1000,Ozyegin University,32.7–36.9,16.3,23.9,53.5,58,57.7,"6,181",26.7,8%
801–1000,Pablo de Olavide University,32.7–36.9,23.8,17.5,58.5,66.9,47.8,"11,069",12.2,11%
801–1000,Palacký University Olomouc,32.7–36.9,23.4,23.9,49.8,36.8,61.8,"19,474",15.2,14%
801–1000,Panthéon-Sorbonne University – Paris 1,32.7–36.9,33.9,31.8,36.6,27.3,67.7,"36,995",29.8,20%
801–1000,University of Patras,32.7–36.9,19,17.8,56.2,68.4,35.1,"31,172",29.4,5%
801–1000,UPES,32.7–36.9,28.3,16.7,63.7,17.1,50.7,"11,792",11,0%
801–1000,Université de Poitiers,32.7–36.9,28.6,25.7,36,45,58.9,"29,280",31.5,11%
801–1000,Pontifical Catholic University of Rio de Janeiro (PUC-Rio),32.7–36.9,33.4,30.5,37.1,62.9,43.2,"13,154",18.7,2%
801–1000,Portland State University,32.7–36.9,22.1,23.2,55.7,54.7,35,"18,763",20.5,5%
801–1000,University of the Punjab,32.7–36.9,27.7,14.7,62.4,24.9,46.7,"28,692",22,1%
801–1000,Qassim University,32.7–36.9,36,20.4,42.8,21.6,80.2,"37,222",10.2,7%
801–1000,Qom University of Medical Sciences,32.7–36.9,35.2,7.3,60,17.9,22.4,"2,556",9.3,4%
801–1000,University of Regina,32.7–36.9,17.8,19.5,62.9,36.1,71,"14,167",24.6,26%
801–1000,Reichman University,32.7–36.9,13.1,16.6,64.3,31.4,63.6,"8,585",35,28%
801–1000,University of Rennes 1,32.7–36.9,32.1,17.9,44.7,64,63.8,"27,592",17.5,12%
801–1000,Robert Gordon University,32.7–36.9,17.5,13.2,53.4,36,87.1,"10,095",21,26%
801–1000,Rochester Institute of Technology,32.7–36.9,22.9,20.2,58.4,60.7,46.3,"14,249",16,13%
801–1000,University of Roehampton,32.7–36.9,23,21.5,52,35.8,85,"8,245",19.6,36%
801–1000,University of Salamanca,32.7–36.9,32,21.8,50.4,39.9,53.6,"24,707",14.7,13%
801–1000,University of Salford,32.7–36.9,18.8,15,61.1,46.9,82.2,"20,010",20.3,23%
801–1000,San Diego State University,32.7–36.9,21.5,11.9,71.1,58.3,37,"32,069",28.1,5%
801–1000,Savitribai Phule Pune University,32.7–36.9,44,11.8,54.5,22.8,25.2,"5,871",9.6,4%
801–1000,Sechenov University,32.7–36.9,32.6,17.1,47.7,39.4,62.1,"15,885",8.1,26%
801–1000,University of Seoul,32.7–36.9,28.8,26.1,41,52.1,34.9,"9,929",14.4,4%
801–1000,University of Seville,32.7–36.9,23.8,24.5,53.6,50.8,44.6,"52,335",16.7,8%
801–1000,Shahrekord University of Medical Sciences,32.7–36.9,33.7,10.5,62.1,17.3,20.6,"2,755",9.2,0%
801–1000,Shantou University,32.7–36.9,21.2,16.4,63,33.8,42.9,"16,620",13.3,1%
801–1000,Sheffield Hallam University,32.7–36.9,19.4,14.4,66.7,33.1,64,"26,580",17.7,12%
801–1000,Shiraz University,32.7–36.9,29.3,24.6,55,57.4,29.1,"14,857",20.8,2%
801–1000,Shiraz University of Medical Sciences,32.7–36.9,41.7,12.7,55.7,24.5,24.1,"9,938",10.1,2%
801–1000,Shri Mata Vaishno Devi University,32.7–36.9,24.7,17.2,68,26.1,22.8,"2,502",20.3,0%
801–1000,Siksha ‘O’ Anusandhan,32.7–36.9,37.9,16.7,47.7,40.8,19.9,"13,808",11.9,2%
801–1000,Sogang University,32.7–36.9,27.2,30.6,39.8,73.3,45,"9,688",23.9,19%
801–1000,Institute of Space Technology,32.7–36.9,18.6,13.3,70.5,16.5,47.1,"1,869",13.4,0%
801–1000,University of Tabuk,32.7–36.9,16.9,10.4,69,26.1,75.6,"31,635",19.5,2%
801–1000,Technical University of Madrid,32.7–36.9,26.6,15.8,49.8,57.4,53.8,"39,221",15.8,14%
801–1000,"University of Technology, Iraq",32.7–36.9,25.8,9.2,65.7,20,25,"10,321",6.9,0%
801–1000,University of Texas at El Paso,32.7–36.9,24.5,28.7,44.8,51.9,46.8,"18,012",22.9,6%
801–1000,Tokyo University of Agriculture and Technology,32.7–36.9,35,29.1,29.6,84.5,38.1,"5,834",15.6,7%
801–1000,Tokyo Medical University,32.7–36.9,35.1,17,54,70.4,21.4,"1,367",3.4,1%
801–1000,Tomsk Polytechnic University,32.7–36.9,40.5,23.5,31.7,54.9,69.4,"9,741",10.6,29%
801–1000,University of Tours,32.7–36.9,32.7,15.9,42.2,52.9,61.2,"29,490",21.8,11%
801–1000,University of Trás-os-Montes and Alto Douro,32.7–36.9,22.5,31.2,44.6,23.5,40.5,"6,375",9.2,6%
801–1000,University of Tunis El Manar,32.7–36.9,42.3,19.9,31.1,49.5,50.5,"21,302",9.6,6%
801–1000,Urmia University,32.7–36.9,29.6,19.5,56.9,25.8,38,"13,300",26.4,12%
801–1000,"University of Veterinary and Animal Sciences, Lahore",32.7–36.9,22.2,17,53.7,46.7,55.5,"6,980",19.2,1%
801–1000,University of Vic – Central University of Catalonia,32.7–36.9,19.1,13.1,70.8,20.2,59.1,"6,925",13.1,19%
801–1000,University of Vigo,32.7–36.9,25.1,17.9,57.8,49.5,47.4,"17,367",15.1,5%
801–1000,Vilnius University,32.7–36.9,26.6,17.5,51.4,44.4,46.7,"20,901",9.1,9%
801–1000,Waseda University,32.7–36.9,33.7,26.2,43.1,56.7,54.8,"46,013",14.3,13%
801–1000,Wenzhou University,32.7–36.9,16.2,15,78.1,27.8,34.8,"22,633",18.6,2%
801–1000,Wenzhou Medical University,32.7–36.9,18.4,13.6,68.7,38.3,42.8,"27,976",14.6,3%
801–1000,University of Westminster,32.7–36.9,19.4,18.1,55.3,40,87.1,"17,315",19.8,48%
801–1000,Yıldız Technical University,32.7–36.9,32.1,28,41.2,64.1,40.9,"19,651",24.8,13%
801–1000,Yokohama City University,32.7–36.9,28.4,11.3,59.4,62.4,29,"5,144",6,3%
801–1000,Zagazig University,32.7–36.9,14.2,9.2,71.4,49.8,49,"166,653",25.2,2%
801–1000,University of Zaragoza,32.7–36.9,28.3,18.5,46.4,55.7,42.8,"28,491",10.2,7%
801–1000,ZHAW Zurich University of Applied Sciences,32.7–36.9,22.2,15.8,46,59.2,72.4,"11,120",12.3,11%
801–1000,Zhejiang Gongshang University,32.7–36.9,21.8,12.6,61.1,30.8,44.1,"17,459",11.5,7%
1001–1200,University of A Coruña,28.3–32.6,24.2,17.5,45.6,36.1,36.5,"15,359",12.4,5%
1001–1200,"Adam Mickiewicz University, Poznań",28.3–32.6,19.7,28.4,43.5,29.6,37.8,"33,268",25,6%
1001–1200,AGH University of Krakow,28.3–32.6,25.8,20.9,38.6,68.5,29.9,"19,189",12.2,3%
1001–1200,Aichi Medical University,28.3–32.6,30.5,13.5,43.1,39.5,21.5,"1,315",2.9,1%
1001–1200,Ain Shams University,28.3–32.6,27.9,15.3,45.8,48,51.8,"152,995",13.3,6%
1001–1200,Akdeniz University,28.3–32.6,22.7,27.3,42.6,54.7,25.2,"46,464",47.3,4%
1001–1200,Al-Balqa Applied University,28.3–32.6,12,13.6,59.2,22.5,39.3,"27,973",27.3,2%
1001–1200,University of Alicante,28.3–32.6,25,19.8,43.8,51.6,44.6,"22,767",14.5,10%
1001–1200,University of Almería,28.3–32.6,21.7,18.9,48.9,33.7,42.2,"12,902",17,10%
1001–1200,An-Najah National University,28.3–32.6,13.3,9.8,65.4,21,61.2,"24,835",21.7,11%
1001–1200,University of Applied Sciences and Arts of Western Switzerland,28.3–32.6,24,13.1,38.3,33.8,87.4,"17,933",6.5,29%
1001–1200,Ateneo de Manila University,28.3–32.6,30.8,10.8,52.4,27.6,33.5,"14,168",11.1,1%
1001–1200,Universidad Autónoma de Chile,28.3–32.6,12.5,12.2,54.5,16.1,55.4,"30,336",25.5,1%
1001–1200,Azarbaijan Shahid Madani University,28.3–32.6,14.9,15.3,67.9,19,27.9,"7,477",27.1,2%
1001–1200,Babeş-Bolyai University,28.3–32.6,23.3,16.8,46,35.2,39,"43,018",21.1,4%
1001–1200,Bahauddin Zakariya University,28.3–32.6,19.6,12.6,58.5,19.2,48.1,"26,994",27.2,0%
1001–1200,Bangladesh Agricultural University (BAU),28.3–32.6,29.5,9.9,45.2,22.6,49.5,"6,810",11.4,1%
1001–1200,Bangladesh University of Engineering and Technology,28.3–32.6,21.7,15.8,50.7,35.2,29.8,"6,237",13.2,0%
1001–1200,Bartin University,28.3–32.6,11.1,13,69.6,16.3,37.4,"11,828",31.8,11%
1001–1200,University of Bedfordshire,28.3–32.6,17.5,14.3,52.4,25.6,83.9,"13,545",29.1,64%
1001–1200,Benha University,28.3–32.6,15.7,9.2,66.5,18.9,49.1,"110,873",30.9,2%
1001–1200,Beni-Suef University,28.3–32.6,16.8,9.8,61.1,19.5,51.4,"85,158",31.6,0%
1001–1200,Bowling Green State University,28.3–32.6,22.4,13.9,52.7,40.5,28.9,"15,159",17.6,3%
1001–1200,Brno University of Technology,28.3–32.6,22.2,19.3,39,70.3,58.3,"18,137",15.5,25%
1001–1200,University of Bucharest,28.3–32.6,24.8,21.1,43.2,25.3,29.1,"32,362",33.3,2%
1001–1200,University of Cadiz,28.3–32.6,20.4,16.7,43.7,30,42.3,"19,416",17.7,8%
1001–1200,University of Calcutta,28.3–32.6,40,15.2,33.7,30.3,19.3,"17,879",14.2,0%
1001–1200,Canterbury Christ Church University,28.3–32.6,20.7,13.8,44.6,18,59.6,"11,155",20.1,15%
1001–1200,University of Central Lancashire,28.3–32.6,18.3,13.8,51.9,34.3,82.3,"21,525",16.3,28%
1001–1200,Central Michigan University,28.3–32.6,28.8,15.3,46.8,44.9,33.4,"13,780",18.3,3%
1001–1200,"University of Chemistry and Technology, Prague",28.3–32.6,32.8,14.7,29,45.7,51,"4,061",8.3,23%
1001–1200,China Pharmaceutical University,28.3–32.6,23.4,18.3,52.8,73.4,22.2,"18,448",16.4,3%
1001–1200,Chung Yuan Christian University,28.3–32.6,18.1,24.4,39,62.6,41.2,"15,939",33.5,7%
1001–1200,University of Colombo,28.3–32.6,25.4,10.6,60.2,18.7,39.3,"34,058",32,0%
1001–1200,Comenius University in Bratislava,28.3–32.6,31.2,16.6,41.8,25,52.6,"21,812",10.5,15%
1001–1200,Czech Technical University in Prague,28.3–32.6,30.9,18.8,32.2,51.9,60.2,"15,663",8.7,21%
1001–1200,Democritus University of Thrace,28.3–32.6,16.1,16.5,54.3,32.1,30.4,"22,266",36.4,3%
1001–1200,University of Desarrollo,28.3–32.6,17.8,10.8,53,21.2,52.2,"16,638",14.4,4%
1001–1200,Diego Portales University,28.3–32.6,15.3,11.8,53.8,18,53,"18,126",17.6,2%
1001–1200,Université Djillali Liabès de Sidi Bel-Abbès,28.3–32.6,30.6,9.3,46,16.9,37.4,"27,917",19.7,1%
1001–1200,Don State Technical University,28.3–32.6,20.6,9,54.9,17.9,31.7,"26,030",12.4,12%
1001–1200,Dr B.R. Ambedkar National Institute of Technology Jalandhar,28.3–32.6,25.4,13.2,54.6,22.2,17.8,"5,462",24.1,1%
1001–1200,Durban University of Technology,28.3–32.6,17.3,11.8,62,18.4,46.5,"27,163",35.3,1%
1001–1200,University of East London,28.3–32.6,21.8,15.1,41,28.2,84.9,"14,480",26.1,52%
1001–1200,Edge Hill University,28.3–32.6,18.1,13.8,55.6,22,54.7,"11,910",16.4,6%
1001–1200,"University of Engineering and Technology, Peshawar",28.3–32.6,13.7,11.5,60.9,25,49.8,"9,307",21.7,2%
1001–1200,University of Engineering & Technology (UET) Lahore,28.3–32.6,18.8,9.9,53.5,24.1,50.6,"12,720",13.4,2%
1001–1200,European University of Madrid,28.3–32.6,21.5,10.9,54.3,17.7,61.7,"11,416",12,30%
1001–1200,University of Extremadura,28.3–32.6,24.7,12.4,51.9,22.4,35.7,"20,146",10.7,3%
1001–1200,Fayoum University,28.3–32.6,15.9,11.9,65.5,24.9,46.4,"46,689",18,0%
1001–1200,Federal University of São Carlos,28.3–32.6,33.4,19.8,33.5,44.8,29.5,"21,119",16.1,1%
1001–1200,Federal University of Technology Akure,28.3–32.6,24.8,11.1,50.6,18.2,40.4,"19,711",24.5,0%
1001–1200,Financial University under the Government of the Russian Federation,28.3–32.6,26.7,18,50.3,30.9,34.5,"16,580",13,9%
1001–1200,Firat University,28.3–32.6,19.2,10.3,64.5,19.7,31.5,"35,348",25.4,6%
1001–1200,Florida Agricultural and Mechanical University,28.3–32.6,33.4,16.7,39.8,37.3,50.3,"8,850",15.7,1%
1001–1200,University of Franche-Comté,28.3–32.6,21.3,15.7,40.6,44.9,70.6,"24,908",33.5,11%
1001–1200,Fu Jen Catholic University,28.3–32.6,24,29.2,26.3,65.5,31.1,"16,382",27.2,6%
1001–1200,Fujian Agriculture and Forestry University,28.3–32.6,18.3,15.5,62,34.8,32.7,"30,262",17.1,1%
1001–1200,Fujita Health University,28.3–32.6,27.6,13,55.4,53.3,22.3,"3,071",3.6,1%
1001–1200,Gauhati University,28.3–32.6,36.2,26.6,23.3,34.3,22.2,"6,817",17.3,0%
1001–1200,Gdańsk University of Technology,28.3–32.6,19.7,17,48.3,50.7,35,"13,903",17.9,5%
1001–1200,University of Ghana,28.3–32.6,14.9,21.3,42.1,37.3,52.3,"59,744",35.9,1%
1001–1200,Gifu University,28.3–32.6,30.6,23.2,29.5,65.9,29.5,"7,134",14.6,4%
1001–1200,GLA University,28.3–32.6,16.8,10.6,63.9,16,20.9,"10,719",16.8,0%
1001–1200,University of Gujrat,28.3–32.6,13.4,11.3,69.5,16,45.8,"14,741",24.7,0%
1001–1200,Guru Ghasidas Vishwavidyalaya,28.3–32.6,16.6,9.8,63.7,21.6,22.3,"8,928",21.7,0%
1001–1200,Hakim Sabzevari University,28.3–32.6,15.3,11.5,61.6,16.5,38,"9,464",22.8,3%
1001–1200,Hamamatsu University School of Medicine,28.3–32.6,33.6,18.3,36.9,58.3,24,"1,216",4.1,3%
1001–1200,Huaqiao University,28.3–32.6,15.5,14.3,48.1,28.4,70.9,"33,228",17.8,19%
1001–1200,Icesi University,28.3–32.6,23.5,10.5,55.8,16.1,41.1,"6,013",7.2,2%
1001–1200,Ilmenau University of Technology,28.3–32.6,31,21.4,32.8,64.9,57.1,"5,224",18.4,31%
1001–1200,IMT Nord Europe,28.3–32.6,32.2,25.2,19.7,64.8,73.4,"1,592",15,19%
1001–1200,Indian Institute of Science Education and Research Kolkata,28.3–32.6,40.8,19.4,33.4,28.8,24,"1,589",12.6,0%
1001–1200,Indian Institute of Technology Ropar,28.3–32.6,36.5,18.4,44.7,27.2,23.7,"2,486",14.9,1%
1001–1200,Indian Institute of Technology Mandi,28.3–32.6,36.5,13.4,49.2,18.3,26.8,"2,058",12.9,1%
1001–1200,University of Ioannina,28.3–32.6,14,12.4,55.9,47.4,43.2,"32,155",32.6,5%
1001–1200,University of Isfahan,28.3–32.6,30.4,16.8,40.9,26.2,35.5,"17,182",24,8%
1001–1200,The Islamia University of Bahawalpur,28.3–32.6,16.4,11.4,66.7,18.2,48.2,"64,226",47.8,0%
1001–1200,Istanbul University,28.3–32.6,23.5,22,34.4,50.9,38.2,"61,369",25.4,9%
1001–1200,Istanbul University-Cerrahpaşa,28.3–32.6,26,24.1,41.7,59.8,26.9,"22,236",27.8,6%
1001–1200,Iuliu Haţieganu University of Medicine and Pharmacy Cluj-Napoca,28.3–32.6,25.8,10.9,54.3,25.2,50.2,"8,258",8.9,36%
1001–1200,Jadavpur University,28.3–32.6,35.3,15.8,46,35.4,19.2,"14,338",21.3,0%
1001–1200,University of Jeddah,28.3–32.6,17.4,9.2,51.5,16,73.2,"28,561",14.6,2%
1001–1200,Jimma University,28.3–32.6,16.4,8.9,60.2,16.2,39.2,"30,186",14.9,1%
1001–1200,Kanazawa University,28.3–32.6,35.5,18.8,35.4,70.4,33.6,"10,271",9.9,6%
1001–1200,Kansai Medical University,28.3–32.6,30,10.6,51.6,47.9,21,"1,217",1.6,3%
1001–1200,Karlstad University,28.3–32.6,19.9,14.4,53.8,29.4,57.4,"10,279",12.8,2%
1001–1200,Karnatak University Dharwad,28.3–32.6,35.1,9.7,52.5,21.6,27.8,"4,968",12.1,0%
1001–1200,Kerman University of Medical Sciences,28.3–32.6,32.7,11.8,51.2,20.5,25.6,"5,350",3.9,3%
1001–1200,Kharkiv National University of Radio Electronics,28.3–32.6,22.2,9.4,28,16.5,32.9,"7,744",10.8,11%
1001–1200,Kindai University,28.3–32.6,18.4,11.8,51.9,50.2,30.9,"34,545",17.7,2%
1001–1200,Kohat University of Science and Technology,28.3–32.6,21.9,14.2,49,20.8,59.5,"7,055",43,0%
1001–1200,University of Kragujevac,28.3–32.6,23.8,10.7,60,21.2,31.8,"16,543",13.7,1%
1001–1200,Kurume University,28.3–32.6,27.5,13.6,48.4,44.7,26.3,"5,007",9,1%
1001–1200,Kuwait University,28.3–32.6,19.5,9.9,55.5,28.9,66.4,"34,147",14.7,13%
1001–1200,Kwame Nkrumah University of Science and Technology,28.3–32.6,16.2,20.7,50.8,52,47.2,"71,529",60.8,1%
1001–1200,University of Lagos,28.3–32.6,14.6,14.4,65.5,20.9,41.5,"41,048",27.5,0%
1001–1200,University of La Laguna,28.3–32.6,21.9,15.8,54.7,28.7,50.7,"19,228",13.3,5%
1001–1200,University of Las Palmas de Gran Canaria,28.3–32.6,19.8,16.1,45.6,25.2,42.1,"15,681",17,6%
1001–1200,University of Latvia,28.3–32.6,18.6,27.1,40.3,42.5,47.6,"12,125",30.2,7%
1001–1200,University of Leoben,28.3–32.6,35.2,13.7,31.6,58.8,77.4,"2,496",4.2,17%
1001–1200,University of León,28.3–32.6,23.2,13.6,46.7,70.3,36.5,"10,410",12.1,4%
1001–1200,Lorestan University,28.3–32.6,27.2,11.1,51.2,18.3,25.7,"8,762",22.7,2%
1001–1200,Mae Fah Luang University,28.3–32.6,16.2,14.6,47.5,39.6,54,"14,768",20.7,5%
1001–1200,Maharishi Markandeshwar University (MMU),28.3–32.6,26.9,8.9,53.8,17.6,34.3,"9,968",12.6,8%
1001–1200,University of Malaga,28.3–32.6,21.5,16,43.2,51.5,42.2,"35,595",13.3,6%
1001–1200,Universiti Malaysia Sarawak (UNIMAS),28.3–32.6,29.9,19.3,22.9,66.9,61,"12,158",14.9,13%
1001–1200,University of Maragheh,28.3–32.6,12.1,16.6,55.7,17.5,34,"3,452",23.6,0%
1001–1200,University of Mazandaran,28.3–32.6,27.5,18.9,39.1,24.7,32.1,"13,164",32.3,7%
1001–1200,Medical University of Bialystok,28.3–32.6,39,11.8,40,39.1,29.9,"5,705",13.1,8%
1001–1200,Medical University of Gdańsk,28.3–32.6,28.7,10.6,47.9,39.6,43.8,"6,340",5.4,17%
1001–1200,Medical University of Warsaw,28.3–32.6,26.5,13.5,43.6,43.3,31,"10,068",6.4,8%
1001–1200,"Mehran University of Engineering and Technology, Jamshoro, Pakistan",28.3–32.6,17.1,8.1,55.6,16.9,50,"9,704",19.9,0%
1001–1200,Miguel Hernández University of Elche,28.3–32.6,20.4,17.8,43.8,70.7,41.2,"12,189",16.5,8%
1001–1200,Ming Chi University of Technology,28.3–32.6,16.4,25.1,43.4,47.1,29.5,"4,415",18.6,2%
